hunt_code,page,section,line,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,split_type,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total_2025_main,in_main_file,permits_delta_vs_2025_main,source_pdf
EB3149,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Early Any Legal Weapon EB3149 15 2 17 16 2 18,15,2,17,16,2,18,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Early Any Legal Weapon,Male Only,Public,18,TRUE,0,2026-04-rac-packet.pdf
EB3198,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Mid Any Legal Weapon EB3198 43 5 48 46 5 51,43,5,48,46,5,51,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Mid Any Legal Weapon,Male Only,Public,49,TRUE,2,2026-04-rac-packet.pdf
EB3152,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Late Any Legal Weapon EB3152 25 3 28 26 3 29,25,3,28,26,3,29,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Late Any Legal Weapon,Male Only,Public,30,TRUE,-1,2026-04-rac-packet.pdf
EB3157,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Multiseason EB3157 5 0 5 5 0 5,5,0,5,5,0,5,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Multiseason,Male Only,Public,7,TRUE,-2,2026-04-rac-packet.pdf
EB3155,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Muzzleloader EB3155 22 2 24 23 3 26,22,2,24,23,3,26,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Muzzleloader,Male Only,Public,27,TRUE,-1,2026-04-rac-packet.pdf
EB3022,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Archery EB3022 164 18 182 130 15 145,164,18,182,130,15,145,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Archery,Male Only,Public,182,TRUE,-37,2026-04-rac-packet.pdf
EB3072,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Early Any Legal Weapon EB3072 67 7 74 54 6 60,67,7,74,54,6,60,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Early Any Legal Weapon,Male Only,Public,76,TRUE,-16,2026-04-rac-packet.pdf
EB3127,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Mid Any Legal Weapon EB3127 193 22 215 155 17 172,193,22,215,155,17,172,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Mid Any Legal Weapon,Male Only,Public,215,TRUE,-43,2026-04-rac-packet.pdf
EB3073,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Late Any Legal Weapon EB3073 112 12 124 89 10 99,112,12,124,89,10,99,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Late Any Legal Weapon,Male Only,Public,124,TRUE,-25,2026-04-rac-packet.pdf
EB3124,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Multiseason EB3124 20 2 22 15 2 17,20,2,22,15,2,17,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Multiseason,Male Only,Public,24,TRUE,-7,2026-04-rac-packet.pdf
EB3100,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Muzzleloader EB3100 98 11 109 78 9 87,98,11,109,78,9,87,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Muzzleloader,Male Only,Public,109,TRUE,-22,2026-04-rac-packet.pdf
EB3158,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Beaver, East Late Archery EB3158 13 2 15 18 2 20",13,2,15,18,2,20,res_nr_split,Elk,"Beaver, East",Limited Entry,Late Archery,Male Only,Public,15,TRUE,5,2026-04-rac-packet.pdf
EB3161,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Book Cliffs, Bitter Late Archery EB3161 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"Book Cliffs, Bitter Creek/East",Limited Entry,Late Archery,Male Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EB3190,30,2026 LIMITED ENTRY BULL ELK PERMITS,Boulder Late Archery EB3190 4 1 5 4 1 5,4,1,5,4,1,5,res_nr_split,Elk,Boulder,Limited Entry,Late Archery,Male Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EB3168,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Cache, Meadowville Late Archery EB3168 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Late Archery,Male Only,Public,4,TRUE,1,2026-04-rac-packet.pdf
EB3170,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Cache, South Late Archery EB3170 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"Cache, South",Limited Entry,Late Archery,Male Only,Public,4,TRUE,1,2026-04-rac-packet.pdf
EB3195,30,2026 LIMITED ENTRY BULL ELK PERMITS,Diamond Mtn Late Archery EB3195 4 1 5 4 1 5,4,1,5,4,1,5,res_nr_split,Elk,Diamond Mtn,Limited Entry,Late Archery,Male Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EB3180,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Fillmore, Pahvant Late Archery EB3180 13 2 15 18 2 20",13,2,15,18,2,20,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Late Archery,Male Only,Public,14,TRUE,6,2026-04-rac-packet.pdf
EB3192,30,2026 LIMITED ENTRY BULL ELK PERMITS,Fishlake/Thousand Lakes Late Archery EB3192 13 2 15 13 2 15,13,2,15,13,2,15,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Late Archery,Male Only,Public,12,TRUE,3,2026-04-rac-packet.pdf
EB3182,30,2026 LIMITED ENTRY BULL ELK PERMITS,La Sal Mtns Late Archery EB3182 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,La Sal Mtns,Limited Entry,Late Archery,Male Only,Public,8,TRUE,2,2026-04-rac-packet.pdf
EB3172,30,2026 LIMITED ENTRY BULL ELK PERMITS,Manti Late Archery EB3172 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,Manti,Limited Entry,Late Archery,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3184,30,2026 LIMITED ENTRY BULL ELK PERMITS,Monroe Late Archery EB3184 7 1 8 7 1 8,7,1,8,7,1,8,res_nr_split,Elk,Monroe,Limited Entry,Late Archery,Male Only,Public,7,TRUE,1,2026-04-rac-packet.pdf
EB3186,30,2026 LIMITED ENTRY BULL ELK PERMITS,Mt Dutton Late Archery EB3186 9 1 10 13 2 15,9,1,10,13,2,15,res_nr_split,Elk,Mt Dutton,Limited Entry,Late Archery,Male Only,Public,10,TRUE,5,2026-04-rac-packet.pdf
EB3174,30,2026 LIMITED ENTRY BULL ELK PERMITS,Nebo/San Pitch Mtns Late Archery EB3174 9 1 10 13 2 15,9,1,10,13,2,15,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Late Archery,Male Only,Public,8,TRUE,7,2026-04-rac-packet.pdf
EB3188,30,2026 LIMITED ENTRY BULL ELK PERMITS,Panguitch Lake Late Archery EB3188 9 1 10 13 2 15,9,1,10,13,2,15,res_nr_split,Elk,Panguitch Lake,Limited Entry,Late Archery,Male Only,Public,10,TRUE,5,2026-04-rac-packet.pdf
EB3193,30,2026 LIMITED ENTRY BULL ELK PERMITS,San Juan Bull Elk Late Archery EB3193 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Late Archery,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3197,30,2026 LIMITED ENTRY BULL ELK PERMITS,"Southwest Desert, South Late Archery EB3197 9 1 10 18 2 20",9,1,10,18,2,20,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Late Archery,Male Only,Public,8,TRUE,12,2026-04-rac-packet.pdf
EB3199,30,2026 LIMITED ENTRY BULL ELK PERMITS,Wasatch Mtns Late Archery EB3199 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,Wasatch Mtns,Limited Entry,Late Archery,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3142,31,2026 LIMITED ENTRY BULL ELK PERMITS,Barney Top/Kaiparowits HAMSS EB3142 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,Barney Top/Kaiparowits,Limited Entry,HAMSS,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3139,31,2026 LIMITED ENTRY BULL ELK PERMITS,"Cache, North HAMSS EB3139 25 3 28 22 2 24",25,3,28,22,2,24,res_nr_split,Elk,"Cache, North",Limited Entry,HAMSS,Male Only,Public,27,TRUE,-3,2026-04-rac-packet.pdf
EB3205,31,2026 LIMITED ENTRY BULL ELK PERMITS,East Canyon HAMSS EB3205 9 1 10 7 1 8,9,1,10,7,1,8,res_nr_split,Elk,East Canyon,Limited Entry,HAMSS,Male Only,Public,9,TRUE,-1,2026-04-rac-packet.pdf
EB3143,31,2026 LIMITED ENTRY BULL ELK PERMITS,"Southwest Desert, North HAMSS EB3143 16 2 18 21 2 23",16,2,18,21,2,23,res_nr_split,Elk,"Southwest Desert, North",Limited Entry,HAMSS,Male Only,Public,18,TRUE,5,2026-04-rac-packet.pdf
EB3144,31,2026 LIMITED ENTRY BULL ELK PERMITS,"West Desert, Deep Creek HAMSS EB3144 13 1 14 13 2 15",13,1,14,13,2,15,res_nr_split,Elk,"West Desert, Deep Creek",Limited Entry,HAMSS,Male Only,Public,14,TRUE,1,2026-04-rac-packet.pdf
EB3135,31,2026 LIMITED ENTRY BULL ELK PERMITS,Barney Top/Kaiparowits September Archery EB3135 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,Barney Top/Kaiparowits,Limited Entry,September Archery,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3132,31,2026 LIMITED ENTRY BULL ELK PERMITS,"Cache, North September Archery EB3132 25 3 28 22 2 24",25,3,28,22,2,24,res_nr_split,Elk,"Cache, North",Limited Entry,September Archery,Male Only,Public,25,TRUE,-1,2026-04-rac-packet.pdf
EB3136,31,2026 LIMITED ENTRY BULL ELK PERMITS,"Southwest Desert, North September Archery EB3136 16 2 18 21 2 23",16,2,18,21,2,23,res_nr_split,Elk,"Southwest Desert, North",Limited Entry,September Archery,Male Only,Public,19,TRUE,4,2026-04-rac-packet.pdf
EB3137,31,2026 LIMITED ENTRY BULL ELK PERMITS,"West Desert, Deep Creek September Archery EB3137 13 1 14 13 2 15",13,1,14,13,2,15,res_nr_split,Elk,"West Desert, Deep Creek",Limited Entry,September Archery,Male Only,Public,13,TRUE,2,2026-04-rac-packet.pdf
PB5025,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5025 40 4 44 43 5 48,40,4,44,43,5,48,res_nr_split,Pronghorn,Beaver,Limited Entry,Any Legal Weapon,Male Only,Public,46,TRUE,2,2026-04-rac-packet.pdf
PB5000,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5000 10 1 11 11 1 12,10,1,11,11,1,12,res_nr_split,Pronghorn,Beaver,Limited Entry,Archery,Male Only,Public,11,TRUE,1,2026-04-rac-packet.pdf
PB5026,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5026 50 6 56 50 6 56,50,6,56,50,6,56,res_nr_split,Pronghorn,"Book Cliffs, Bitter Creek",Limited Entry,Any Legal Weapon,Male Only,Public,58,TRUE,-2,2026-04-rac-packet.pdf
PB5001,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5001 13 1 14 13 1 14,13,1,14,13,1,14,res_nr_split,Pronghorn,"Book Cliffs, Bitter Creek",Limited Entry,Archery,Male Only,Public,14,TRUE,0,2026-04-rac-packet.pdf
PB5027,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5027 31 3 34 34 4 38,31,3,34,34,4,38,res_nr_split,Pronghorn,"Book Cliffs, South",Limited Entry,Any Legal Weapon,Male Only,Public,36,TRUE,2,2026-04-rac-packet.pdf
PB5002,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5002 7 1 8 8 1 9,7,1,8,8,1,9,res_nr_split,Pronghorn,"Book Cliffs, South",Limited Entry,Archery,Male Only,Public,9,TRUE,0,2026-04-rac-packet.pdf
PB5028,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5028 14 2 16 14 2 16,14,2,16,14,2,16,res_nr_split,Pronghorn,"Box Elder, Promontory",Limited Entry,Any Legal Weapon,Male Only,Public,17,TRUE,-1,2026-04-rac-packet.pdf
PB5003,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5003 4 0 4 4 0 4,4,0,4,4,0,4,res_nr_split,Pronghorn,"Box Elder, Promontory",Limited Entry,Archery,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
PB5029,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5029 14 2 16 14 2 16,14,2,16,14,2,16,res_nr_split,Pronghorn,"Box Elder, Puddle Valley",Limited Entry,Any Legal Weapon,Male Only,Public,17,TRUE,-1,2026-04-rac-packet.pdf
PB5004,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5004 3 1 4 3 1 4,3,1,4,3,1,4,res_nr_split,Pronghorn,"Box Elder, Puddle Valley",Limited Entry,Archery,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
PB5030,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5030 27 3 30 28 3 31,27,3,30,28,3,31,res_nr_split,Pronghorn,"Box Elder, Snowville",Limited Entry,Any Legal Weapon,Male Only,Public,32,TRUE,-1,2026-04-rac-packet.pdf
PB5005,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5005 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Pronghorn,"Box Elder, Snowville",Limited Entry,Archery,Male Only,Public,8,TRUE,2,2026-04-rac-packet.pdf
PB5080,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Muzzleloader PB5080 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Pronghorn,"Box Elder, Snowville",Limited Entry,Muzzleloader,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
PB5031,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Any Legal Weapon PB5031 27 3 30 30 3 33,27,3,30,30,3,33,res_nr_split,Pronghorn,"Box Elder, West",Limited Entry,Any Legal Weapon,Male Only,Public,32,TRUE,1,2026-04-rac-packet.pdf
PB5006,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Archery PB5006 9 1 10 10 1 11,9,1,10,10,1,11,res_nr_split,Pronghorn,"Box Elder, West",Limited Entry,Archery,Male Only,Public,10,TRUE,1,2026-04-rac-packet.pdf
PB5079,35,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (1 of 4),Muzzleloader PB5079 9 1 10 10 1 11,9,1,10,10,1,11,res_nr_split,Pronghorn,"Box Elder, West",Limited Entry,Muzzleloader,Male Only,Public,10,TRUE,1,2026-04-rac-packet.pdf
PB5073,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5073 6 0 6 6 0 6,6,0,6,6,0,6,res_nr_split,Pronghorn,"Cache, Rich",Limited Entry,Any Legal Weapon,Male Only,Public,6,TRUE,0,2026-04-rac-packet.pdf
PB5074,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5074 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Pronghorn,"Cache, Rich",Limited Entry,Archery,Male Only,Public,2,TRUE,0,2026-04-rac-packet.pdf
PB5075,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Muzzleloader PB5075 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Pronghorn,"Cache, Rich",Limited Entry,Muzzleloader,Male Only,Public,2,TRUE,0,2026-04-rac-packet.pdf
PB5047,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5047 50 6 56 50 6 56,50,6,56,50,6,56,res_nr_split,Pronghorn,Diamond Mtn/Bonanza,Limited Entry,Any Legal Weapon,Male Only,Public,56,TRUE,0,2026-04-rac-packet.pdf
PB5016,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5016 17 2 19 17 2 19,17,2,19,17,2,19,res_nr_split,Pronghorn,Diamond Mtn/Bonanza,Limited Entry,Archery,Male Only,Public,19,TRUE,0,2026-04-rac-packet.pdf
PB5060,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Muzzleloader PB5060 17 2 19 17 2 19,17,2,19,17,2,19,res_nr_split,Pronghorn,Diamond Mtn/Bonanza,Limited Entry,Muzzleloader,Male Only,Public,19,TRUE,0,2026-04-rac-packet.pdf
PB5033,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5033 40 5 45 46 5 51,40,5,45,46,5,51,res_nr_split,Pronghorn,"Fillmore, Oak Creek South",Limited Entry,Any Legal Weapon,Male Only,Public,48,TRUE,3,2026-04-rac-packet.pdf
PB5008,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5008 13 2 15 15 2 17,13,2,15,15,2,17,res_nr_split,Pronghorn,"Fillmore, Oak Creek South",Limited Entry,Archery,Male Only,Public,15,TRUE,2,2026-04-rac-packet.pdf
PB5065,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Muzzleloader PB5065 13 2 15 15 2 17,13,2,15,15,2,17,res_nr_split,Pronghorn,"Fillmore, Oak Creek South",Limited Entry,Muzzleloader,Male Only,Public,15,TRUE,2,2026-04-rac-packet.pdf
PB5034,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5034 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Pronghorn,Kaiparowits,Limited Entry,Any Legal Weapon,Male Only,Public,2,TRUE,0,2026-04-rac-packet.pdf
PB5035,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5035 20 2 22 22 2 24,20,2,22,22,2,24,res_nr_split,Pronghorn,"La Sal, Potash/South Cisco",Limited Entry,Any Legal Weapon,Male Only,Public,23,TRUE,1,2026-04-rac-packet.pdf
PB5009,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5009 6 0 6 6 0 6,6,0,6,6,0,6,res_nr_split,Pronghorn,"La Sal, Potash/South Cisco",Limited Entry,Archery,Male Only,Public,6,TRUE,0,2026-04-rac-packet.pdf
PB5331,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5331 14 2 16 13 2 15,14,2,16,13,2,15,res_nr_split,Pronghorn,Mt Dutton/Paunsaugunt,Limited Entry,Any Legal Weapon,Male Only,Public,24,TRUE,-9,2026-04-rac-packet.pdf
PB5332,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5332 3 1 4 4 1 5,3,1,4,4,1,5,res_nr_split,Pronghorn,Mt Dutton/Paunsaugunt,Limited Entry,Archery,Male Only,Public,4,TRUE,1,2026-04-rac-packet.pdf
PB5037,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Any Legal Weapon PB5037 89 10 99 89 10 99,89,10,99,89,10,99,res_nr_split,Pronghorn,"Nine Mile, Anthro-Myton Bench",Limited Entry,Any Legal Weapon,Male Only,Public,104,TRUE,-5,2026-04-rac-packet.pdf
PB5011,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Archery PB5011 30 3 33 30 3 33,30,3,33,30,3,33,res_nr_split,Pronghorn,"Nine Mile, Anthro-Myton Bench",Limited Entry,Archery,Male Only,Public,32,TRUE,1,2026-04-rac-packet.pdf
PB5059,36,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (2 of 4),Muzzleloader PB5059 30 3 33 30 3 33,30,3,33,30,3,33,res_nr_split,Pronghorn,"Nine Mile, Anthro-Myton Bench",Limited Entry,Muzzleloader,Male Only,Public,32,TRUE,1,2026-04-rac-packet.pdf
PB5038,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5038 11 1 12 13 1 14,11,1,12,13,1,14,res_nr_split,Pronghorn,"Nine Mile, Range Creek",Limited Entry,Any Legal Weapon,Male Only,Public,13,TRUE,1,2026-04-rac-packet.pdf
PB5053,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Archery PB5053 3 0 3 4 0 4,3,0,3,4,0,4,res_nr_split,Pronghorn,"Nine Mile, Range Creek",Limited Entry,Archery,Male Only,Public,3,TRUE,1,2026-04-rac-packet.pdf
PB5039,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5039 15 2 17 15 2 17,15,2,17,15,2,17,res_nr_split,Pronghorn,"North Slope, Summit",Limited Entry,Any Legal Weapon,Male Only,Public,18,TRUE,-1,2026-04-rac-packet.pdf
PB5040,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5040 34 4 38 29 3 32,34,4,38,29,3,32,res_nr_split,Pronghorn,"North Slope, Three Corners/West Daggett",Limited Entry,Any Legal Weapon,Male Only,Public,40,TRUE,-8,2026-04-rac-packet.pdf
PB5012,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Archery PB5012 12 1 13 10 1 11,12,1,13,10,1,11,res_nr_split,Pronghorn,"North Slope, Three Corners/West Daggett",Limited Entry,Archery,Male Only,Public,13,TRUE,-2,2026-04-rac-packet.pdf
PB5066,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Muzzleloader PB5066 12 1 13 10 1 11,12,1,13,10,1,11,res_nr_split,Pronghorn,"North Slope, Three Corners/West Daggett",Limited Entry,Muzzleloader,Male Only,Public,13,TRUE,-2,2026-04-rac-packet.pdf
PB5041,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5041 21 2 23 21 2 23,21,2,23,21,2,23,res_nr_split,Pronghorn,"Panguitch Lake/Zion, North",Limited Entry,Any Legal Weapon,Male Only,Public,25,TRUE,-2,2026-04-rac-packet.pdf
PB5054,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Archery PB5054 7 1 8 7 1 8,7,1,8,7,1,8,res_nr_split,Pronghorn,"Panguitch Lake/Zion, North",Limited Entry,Archery,Male Only,Public,8,TRUE,0,2026-04-rac-packet.pdf
PB5061,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Muzzleloader PB5061 7 1 8 7 1 8,7,1,8,7,1,8,res_nr_split,Pronghorn,"Panguitch Lake/Zion, North",Limited Entry,Muzzleloader,Male Only,Public,8,TRUE,0,2026-04-rac-packet.pdf
PB5076,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5076 72 8 80 135 15 150,72,8,80,135,15,150,res_nr_split,Pronghorn,Parker Mtn,Limited Entry,Any Legal Weapon,Male Only,Public,82,TRUE,68,2026-04-rac-packet.pdf
PB5077,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Archery PB5077 54 6 60 45 5 50,54,6,60,45,5,50,res_nr_split,Pronghorn,Parker Mtn,Limited Entry,Archery,Male Only,Public,56,TRUE,-6,2026-04-rac-packet.pdf
PB5078,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Muzzleloader PB5078 54 6 60 45 5 50,54,6,60,45,5,50,res_nr_split,Pronghorn,Parker Mtn,Limited Entry,Muzzleloader,Male Only,Public,60,TRUE,-10,2026-04-rac-packet.pdf
PB5042,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5042 21 2 23 21 2 23,21,2,23,21,2,23,res_nr_split,Pronghorn,Pine Valley,Limited Entry,Any Legal Weapon,Male Only,Public,24,TRUE,-1,2026-04-rac-packet.pdf
PB5013,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Archery PB5013 7 1 8 7 1 8,7,1,8,7,1,8,res_nr_split,Pronghorn,Pine Valley,Limited Entry,Archery,Male Only,Public,8,TRUE,0,2026-04-rac-packet.pdf
PB5062,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Muzzleloader PB5062 7 1 8 7 1 8,7,1,8,7,1,8,res_nr_split,Pronghorn,Pine Valley,Limited Entry,Muzzleloader,Male Only,Public,8,TRUE,0,2026-04-rac-packet.pdf
PB5044,37,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (3 of 4),Any Legal Weapon PB5044 4 0 4 3 0 3,4,0,4,3,0,3,res_nr_split,Pronghorn,"San Juan, Hatch Point",Limited Entry,Any Legal Weapon,Male Only,Public,4,TRUE,-1,2026-04-rac-packet.pdf
PB5045,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5045 5 1 6 7 1 8,5,1,6,7,1,8,res_nr_split,Pronghorn,"San Rafael, Desert",Limited Entry,Any Legal Weapon,Male Only,Public,6,TRUE,2,2026-04-rac-packet.pdf
PB5055,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5055 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Pronghorn,"San Rafael, Desert",Limited Entry,Archery,Male Only,Public,2,TRUE,0,2026-04-rac-packet.pdf
PB5046,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5046 59 7 66 62 7 69,59,7,66,62,7,69,res_nr_split,Pronghorn,"San Rafael, North",Limited Entry,Any Legal Weapon,Male Only,Public,71,TRUE,-2,2026-04-rac-packet.pdf
PB5015,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5015 20 2 22 21 2 23,20,2,22,21,2,23,res_nr_split,Pronghorn,"San Rafael, North",Limited Entry,Archery,Male Only,Public,21,TRUE,2,2026-04-rac-packet.pdf
PB5056,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Muzzleloader PB5056 20 2 22 21 2 23,20,2,22,21,2,23,res_nr_split,Pronghorn,"San Rafael, North",Limited Entry,Muzzleloader,Male Only,Public,23,TRUE,0,2026-04-rac-packet.pdf
PB5049,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5049 94 11 105 94 11 105,94,11,105,94,11,105,res_nr_split,Pronghorn,Southwest Desert,Limited Entry,Any Legal Weapon,Male Only,Public,112,TRUE,-7,2026-04-rac-packet.pdf
PB5018,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5018 31 4 35 31 4 35,31,4,35,31,4,35,res_nr_split,Pronghorn,Southwest Desert,Limited Entry,Archery,Male Only,Public,35,TRUE,0,2026-04-rac-packet.pdf
