year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2025,BI6516,Henry Mtns,Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,13.0,13.0,100.0,3.5,4.5,2025 carry-forward / hunt_join_2025
2026,BI6516,Henry Mtns,Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,0.0,6.0,,,,,,2026 official/source build
2025,BI6527,Nine Mile,Bison,Hunter's Choice,General Season,Any Legal Weapon,General Season,Public,,,,15.0,0.0,0.0,9.0,3.6,2025 carry-forward / hunt_join_2025
2026,BI6527,Nine Mile,Bison,Hunter's Choice,General Season,Any Legal Weapon,General Season,Public,,,,,,,,,2026 official/source build
2025,BI6528,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Archery,Once-in-a-Lifetime,Public,5.0,0.0,5.0,5.0,5.0,100.0,2.0,5.0,2025 carry-forward / hunt_join_2025
2026,BI6528,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Archery,Once-in-a-Lifetime,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,BI6529,"Book Cliffs, Little Creek/South",Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,8.0,0.0,8.0,5.0,4.0,80.0,1.8,4.8,2025 carry-forward / hunt_join_2025
2026,BI6529,"Book Cliffs, Little Creek/South",Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,8.0,0.0,8.0,,,,,,2026 official/source build
2025,BI6531,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,8.0,0.0,8.0,7.0,6.0,85.7,3.7,3.7,2025 carry-forward / hunt_join_2025
2026,BI6531,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,10.0,0.0,10.0,,,,,,2026 official/source build
2025,BI6532,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Archery,Once-in-a-Lifetime,Public,5.0,0.0,5.0,3.0,3.0,100.0,2.0,5.0,2025 carry-forward / hunt_join_2025
2026,BI6532,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Archery,Once-in-a-Lifetime,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,BI6534,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,4.0,4.0,100.0,2.5,3.8,2025 carry-forward / hunt_join_2025
2026,BI6534,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,10.0,0.0,10.0,,,,,,2026 official/source build
2025,BI6535,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,5.0,5.0,100.0,4.2,4.4,2025 carry-forward / hunt_join_2025
2026,BI6535,"Book Cliffs, Bitter Creek",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,8.0,0.0,8.0,,,,,,2026 official/source build
2025,BI6536,"Book Cliffs, Bitter Creek",Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,3.0,0.0,3.0,3.0,2.0,66.7,4.3,4.7,2025 carry-forward / hunt_join_2025
2026,BI6536,"Book Cliffs, Bitter Creek",Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,15.0,0.0,15.0,,,,,,2026 official/source build
2025,BI6537,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,5.0,10.0,11.0,10.0,90.9,3.7,4.6,2025 carry-forward / hunt_join_2025
2026,BI6537,"Book Cliffs, Little Creek/South",Bison,Hunter's Choice,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,8.0,7.0,15.0,,,,,,2026 official/source build
2025,BI6538,"Nine Mile, Private Lands Only",Bison,Hunter's Choice,General Season,Any Legal Weapon,General Season,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,BI6538,"Nine Mile, Private Lands Only",Bison,Hunter's Choice,General Season,Any Legal Weapon,General Season,Private Land Only,,,,,,,,,2026 official/source build
2025,BI6539,Henry Mtns,Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,BI6539,Henry Mtns,Bison,Antlerless,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,11.0,0.0,11.0,,,,,,2026 official/source build
2025,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2026 official/source build
2025,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit,Pursuit Only,Pursuit,Public,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit,Pursuit Only,Pursuit,Public,,,,,,,,,2026 official/source build
2025,CG9999,Cougar - Statewide,Cougar,Either Sex,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,CG9999,Cougar - Statewide,Cougar,Either Sex,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2026 official/source build
2025,DA1001,"Box Elder, West Bear River",Deer,Antlerless,General Season,Archery,General Season,Public,24.0,0.0,24.0,22.0,5.0,22.7,4.4,3.0,2025 carry-forward / hunt_join_2025
2026,DA1001,"Box Elder, West Bear River",Deer,Antlerless,General Season,Archery,General Season,Public,,,30.0,,,,,,2026 official/source build
2025,DA1002,"Box Elder, West Bear River",Deer,Antlerless,General Season,Archery,General Season,Public,24.0,0.0,24.0,17.0,3.0,17.6,2.4,2.8,2025 carry-forward / hunt_join_2025
2026,DA1002,"Box Elder, West Bear River",Deer,Antlerless,General Season,Archery,General Season,Public,,,30.0,,,,,,2026 official/source build
2025,DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,Archery,General Season,Public,11.0,1.0,12.0,7.0,1.0,14.3,2.7,3.8,2025 carry-forward / hunt_join_2025
2026,DA1003,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,Archery,General Season,Public,,,15.0,,,,,,2026 official/source build
2025,DA1009,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,20.0,0.0,20.0,23.0,23.0,100.0,1.6,4.6,2025 carry-forward / hunt_join_2025
2026,DA1009,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,,,20.0,,,,,,2026 official/source build
2025,DA1011,George Creek CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,4.0,0.0,4.0,5.0,4.0,80.0,1.4,4.6,2025 carry-forward / hunt_join_2025
2026,DA1011,George Creek CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DA1012,Junction Valley CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,12.0,0.0,12.0,14.0,14.0,100.0,1.8,5.0,2025 carry-forward / hunt_join_2025
2026,DA1012,Junction Valley CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DA1013,Mt Carmel CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,4.0,0.0,4.0,4.0,3.0,75.0,2.0,4.8,2025 carry-forward / hunt_join_2025
2026,DA1013,Mt Carmel CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DA1018,"Pine Valley, New Harmony",Deer,Antlerless,General Season,Archery,General Season,Public,15.0,1.0,16.0,15.0,8.0,53.3,5.1,3.4,2025 carry-forward / hunt_join_2025
2026,DA1018,"Pine Valley, New Harmony",Deer,Antlerless,General Season,Archery,General Season,Public,,,15.0,,,,,,2026 official/source build
2025,DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,24.0,0.0,24.0,27.0,19.0,70.4,2.7,4.2,2025 carry-forward / hunt_join_2025
2026,DA1027,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,,,30.0,,,,,,2026 official/source build
2025,DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,General Season,Public,19.0,1.0,20.0,14.0,2.0,14.3,3.8,2.8,2025 carry-forward / hunt_join_2025
2026,DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,General Season,Public,,,25.0,,,,,,2026 official/source build
2025,DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Archery,General Season,Public,16.0,0.0,16.0,15.0,11.0,73.3,4.7,3.5,2025 carry-forward / hunt_join_2025
2026,DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Archery,General Season,Public,,,20.0,,,,,,2026 official/source build
2025,DA1033,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,General Season,Public,4.0,0.0,4.0,5.0,4.0,80.0,1.8,4.6,2025 carry-forward / hunt_join_2025
2026,DA1033,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,General Season,Public,,,10.0,,,,,,2026 official/source build
2025,DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,11.0,1.0,12.0,10.0,6.0,60.0,2.3,3.8,2025 carry-forward / hunt_join_2025
2026,DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,,,15.0,,,,,,2026 official/source build
2025,DA1042,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,General Season,Public,4.0,0.0,4.0,4.0,4.0,100.0,1.7,4.0,2025 carry-forward / hunt_join_2025
2026,DA1042,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,General Season,Public,,,5.0,,,,,,2026 official/source build
2025,DA1045,"Fillmore, Oak City",Deer,Antlerless,General Season,Archery,General Season,Public,16.0,0.0,16.0,12.0,5.0,41.7,4.2,3.8,2025 carry-forward / hunt_join_2025
2026,DA1045,"Fillmore, Oak City",Deer,Antlerless,General Season,Archery,General Season,Public,,,20.0,,,,,,2026 official/source build
2025,DA1046,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,General Season,Public,20.0,0.0,20.0,20.0,10.0,50.0,5.2,3.0,2025 carry-forward / hunt_join_2025
2026,DA1046,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,General Season,Public,,,25.0,,,,,,2026 official/source build
2025,DA1047,Vernal-Ouray Valley,Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,18.0,2.0,20.0,15.0,4.0,26.7,3.5,1.6,2025 carry-forward / hunt_join_2025
2026,DA1047,Vernal-Ouray Valley,Deer,Antlerless,General Season,Any Legal Weapon,General Season,Public,,,25.0,,,,,,2026 official/source build
2025,DA1048,Fillmore City,Deer,Antlerless,General Season,Archery,General Season,Public,12.0,0.0,12.0,8.0,2.0,25.0,4.7,2.4,2025 carry-forward / hunt_join_2025
2026,DA1048,Fillmore City,Deer,Antlerless,General Season,Archery,General Season,Public,,,15.0,,,,,,2026 official/source build
2025,DA1049,"Vernal, Ashley Valley",Deer,Antlerless,General Season,Archery,General Season,Public,27.0,1.0,28.0,27.0,9.0,33.3,6.1,3.2,2025 carry-forward / hunt_join_2025
2026,DA1049,"Vernal, Ashley Valley",Deer,Antlerless,General Season,Archery,General Season,Public,,,35.0,,,,,,2026 official/source build
2025,DA1050,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,7.0,0.0,7.0,8.0,6.0,75.0,1.0,4.0,2025 carry-forward / hunt_join_2025
2026,DA1050,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,DB0001,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0001,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0002,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0002,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0003,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0003,Southeastern Navajo Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0004,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0004,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0005,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0005,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0006,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0006,Southern Navajo Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0007,Buck Deer - Statewide Permit,Deer,Male Only,Statewide,Any Legal Weapon,Statewide,Public,,,,2.0,2.0,100.0,8.5,5.0,2025 carry-forward / hunt_join_2025
2026,DB0007,Buck Deer - Statewide Permit,Deer,Male Only,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2026 official/source build
2025,DB0008,Extended Archery Deer,Deer,Hunter's Choice,Extended Archery,Archery,Extended Archery,Public,,,,1352.0,288.0,21.3,9.5,3.3,2025 carry-forward / hunt_join_2025
2026,DB0008,Extended Archery Deer,Deer,Hunter's Choice,Extended Archery,Archery,Extended Archery,Public,,,2000.0,,,,,,2026 official/source build
2025,DB0009,Antelope Island - Conservation/Expo,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,,,,1.0,1.0,100.0,2.0,4.0,2025 carry-forward / hunt_join_2025
2026,DB0009,Antelope Island - Conservation/Expo,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,,,,,,,,,2026 official/source build
2025,DB0010,Southern Paiute Buck Deer (early),Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0010,Southern Paiute Buck Deer (early),Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0011,Southern Paiute Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0011,Southern Paiute Buck Deer,Deer,Male Only,Tribal,Archery,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0012,Southern Paiute Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0012,Southern Paiute Buck Deer,Deer,Male Only,Tribal,Muzzleloader,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB0013,Southern Paiute Buck Deer (late),Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,DB0013,Southern Paiute Buck Deer (late),Deer,Male Only,Tribal,Any Legal Weapon,Tribal,Tribal,,,,,,,,,2026 official/source build
2025,DB1000,Henry Mtns,Deer,Male Only,Premium Limited Entry,Archery,Premium Limited Entry,Public,8.0,1.0,9.0,9.0,9.0,100.0,10.3,4.1,2025 carry-forward / hunt_join_2025
2026,DB1000,Henry Mtns,Deer,Male Only,Premium Limited Entry,Archery,Premium Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,DB1001,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Archery,Premium Limited Entry,Public,25.0,3.0,28.0,34.0,23.0,67.6,12.1,3.8,2025 carry-forward / hunt_join_2025
2026,DB1001,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Archery,Premium Limited Entry,Public,26.0,3.0,29.0,,,,,,2026 official/source build
2025,DB1002,Antelope Island,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,1.0,0.0,1.0,1.0,1.0,100.0,1.0,5.0,2025 carry-forward / hunt_join_2025
2026,DB1002,Antelope Island,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,DB1003,Henry Mtns,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,22.0,3.0,25.0,26.0,26.0,100.0,3.5,3.6,2025 carry-forward / hunt_join_2025
2026,DB1003,Henry Mtns,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,24.0,3.0,27.0,,,,,,2026 official/source build
2025,DB1004,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,73.0,7.0,80.0,88.0,82.0,93.2,6.7,4.1,2025 carry-forward / hunt_join_2025
2026,DB1004,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Any Legal Weapon,Premium Limited Entry,Public,75.0,8.0,83.0,,,,,,2026 official/source build
2025,DB1005,Henry Mtns,Deer,Male Only,Premium Limited Entry,Muzzleloader,Premium Limited Entry,Public,8.0,1.0,9.0,10.0,9.0,90.0,5.6,4.3,2025 carry-forward / hunt_join_2025
2026,DB1005,Henry Mtns,Deer,Male Only,Premium Limited Entry,Muzzleloader,Premium Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,DB1006,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Muzzleloader,Premium Limited Entry,Public,25.0,3.0,28.0,30.0,21.0,70.0,5.7,3.9,2025 carry-forward / hunt_join_2025
2026,DB1006,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Muzzleloader,Premium Limited Entry,Public,26.0,3.0,29.0,,,,,,2026 official/source build
2025,DB1007,Henry Mtns,Deer,Male Only,Premium Limited Entry,Multiseason,Premium Limited Entry,Public,1.0,0.0,1.0,2.0,2.0,100.0,11.0,4.5,2025 carry-forward / hunt_join_2025
2026,DB1007,Henry Mtns,Deer,Male Only,Premium Limited Entry,Multiseason,Premium Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,DB1008,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Multiseason,Premium Limited Entry,Public,3.0,1.0,4.0,6.0,6.0,100.0,22.0,4.7,2025 carry-forward / hunt_join_2025
2026,DB1008,Paunsaugunt,Deer,Male Only,Premium Limited Entry,Multiseason,Premium Limited Entry,Public,3.0,1.0,4.0,,,,,,2026 official/source build
2025,DB1009,Henry Mtns (Management Buck Deer),Deer,Male Only,Management Buck Deer,Any Legal Weapon,Management,Public,10.0,1.0,11.0,11.0,11.0,100.0,2.2,4.6,2025 carry-forward / hunt_join_2025
2026,DB1009,Henry Mtns (Management Buck Deer),Deer,Male Only,Management Buck Deer,Any Legal Weapon,Management,Public,10.0,1.0,11.0,,,,,,2026 official/source build
2025,DB1010,Paunsaugunt,Deer,Male Only,Management Buck Deer,Any Legal Weapon,Management,Public,23.0,3.0,26.0,28.0,26.0,92.9,4.9,4.6,2025 carry-forward / hunt_join_2025
2026,DB1010,Paunsaugunt,Deer,Male Only,Management Buck Deer,Any Legal Weapon,Management,Public,30.0,3.0,33.0,,,,,,2026 official/source build
2025,DB1011,Book Cliffs,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,44.0,4.0,48.0,50.0,44.0,88.0,6.6,4.6,2025 carry-forward / hunt_join_2025
2026,DB1011,Book Cliffs,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,55.0,6.0,61.0,,,,,,2026 official/source build
2025,DB1012,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,11.0,1.0,12.0,13.0,11.0,84.6,9.2,4.4,2025 carry-forward / hunt_join_2025
2026,DB1012,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,DB1013,Dolores Triangle,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,0.0,4.0,4.0,2.0,50.0,7.5,3.3,2025 carry-forward / hunt_join_2025
2026,DB1013,Dolores Triangle,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,DB1014,"San Juan, Elk Ridge",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,14.0,2.0,16.0,17.0,17.0,100.0,5.3,3.7,2025 carry-forward / hunt_join_2025
2026,DB1014,"San Juan, Elk Ridge",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,15.0,2.0,17.0,,,,,,2026 official/source build
2025,DB1015,Diamond Mtn,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,19.0,2.0,21.0,22.0,19.0,86.4,7.6,4.0,2025 carry-forward / hunt_join_2025
2026,DB1015,Diamond Mtn,Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,DB1016,"West Desert, Vernon",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,39.0,4.0,43.0,51.0,29.0,56.9,8.8,4.1,2025 carry-forward / hunt_join_2025
2026,DB1016,"West Desert, Vernon",Deer,Male Only,Limited Entry,Archery,Limited Entry,Public,46.0,5.0,51.0,,,,,,2026 official/source build
2025,DB1017,"Book Cliffs, North",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,111.0,12.0,123.0,125.0,117.0,93.6,3.7,4.1,2025 carry-forward / hunt_join_2025
2026,DB1017,"Book Cliffs, North",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,137.0,15.0,152.0,,,,,,2026 official/source build
2025,DB1018,"Book Cliffs, South",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,27.0,2.0,29.0,31.0,31.0,100.0,3.7,4.5,2025 carry-forward / hunt_join_2025
2026,DB1018,"Book Cliffs, South",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,34.0,4.0,38.0,,,,,,2026 official/source build
2025,DB1019,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,29.0,3.0,32.0,40.0,38.0,95.0,4.4,3.9,2025 carry-forward / hunt_join_2025
2026,DB1019,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,33.0,4.0,37.0,,,,,,2026 official/source build
2025,DB1020,Dolores Triangle,Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,11.0,1.0,12.0,12.0,12.0,100.0,4.0,4.4,2025 carry-forward / hunt_join_2025
2026,DB1020,Dolores Triangle,Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,DB1022,"San Juan, Elk Ridge",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,39.0,3.0,42.0,45.0,40.0,88.9,4.8,3.9,2025 carry-forward / hunt_join_2025
2026,DB1022,"San Juan, Elk Ridge",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,42.0,5.0,47.0,,,,,,2026 official/source build
2025,DB1023,Diamond Mtn,Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,55.0,5.0,60.0,64.0,62.0,96.9,3.4,4.1,2025 carry-forward / hunt_join_2025
2026,DB1023,Diamond Mtn,Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,61.0,7.0,68.0,,,,,,2026 official/source build
2025,DB1024,"West Desert, Vernon",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,115.0,12.0,127.0,151.0,129.0,85.4,4.4,3.5,2025 carry-forward / hunt_join_2025
2026,DB1024,"West Desert, Vernon",Deer,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,130.0,14.0,144.0,,,,,,2026 official/source build
2025,DB1025,Book Cliffs,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,43.0,4.0,47.0,50.0,43.0,86.0,3.8,4.2,2025 carry-forward / hunt_join_2025
2026,DB1025,Book Cliffs,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,55.0,6.0,61.0,,,,,,2026 official/source build
2025,DB1026,"Cache, Crawford Mtn",Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,6.0,1.0,7.0,8.0,8.0,100.0,4.8,3.9,2025 carry-forward / hunt_join_2025
2026,DB1026,"Cache, Crawford Mtn",Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,DB1028,Fillmore,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,10.0,1.0,11.0,10.0,7.0,70.0,7.2,3.3,2025 carry-forward / hunt_join_2025
2026,DB1028,Fillmore,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,11.0,1.0,12.0,,,,,,2026 official/source build
2025,DB1029,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,11.0,1.0,12.0,15.0,12.0,80.0,6.0,4.3,2025 carry-forward / hunt_join_2025
2026,DB1029,"Fillmore, Oak Creek LE",Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,DB1030,Kamas,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,5.0,1.0,6.0,6.0,6.0,100.0,5.5,3.8,2025 carry-forward / hunt_join_2025
2026,DB1030,Kamas,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,DB1031,Dolores Triangle,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,4.0,0.0,4.0,4.0,4.0,100.0,6.5,4.0,2025 carry-forward / hunt_join_2025
2026,DB1031,Dolores Triangle,Deer,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,5.0,0.0,5.0,,,,,,2026 official/source build
