boundary_id,hunt_number,hunt_name,species,gender,weapon,hunt_type,years,season_date_text,quota_total,quota_resident,quota_nonresident,source
616,EA1208,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 15 2025 - Jan 18 2026,275,247,28,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,EA2016,Nebo,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,275,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,GO6803,Nebo,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 26 2026 - Nov 25 2026,24,21,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,GO6821,Nebo,Mountain Goat,Hunters Choice,Archery,Once-in-a-lifetime,2026,Sept 16 2026 - Sept 25 2026,12,12,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,LO1504,Nebo,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,LO1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,LO1564,Nebo,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,RS6725,Nebo,Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Once-in-a-lifetime,2026,Oct 31 2026 - Nov 30 2026,2,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,BR7022,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",43,40,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,BR7127,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",27,25,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,BR7239,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,BR7326,La Sal Mtns,Black Bear,Either Sex, Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,13,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,DB1081,La Sal Mtns,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,9,8,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,DB1509,La Sal Mtns,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,360,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,DB1539,La Sal Mtns,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,1080,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,DB1569,La Sal Mtns,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,360,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,DB1778,La Sal Mtns,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,67,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EA1038,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,200,180,20,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EA1039,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 17 2025 - Dec 31 2025,150,135,15,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EA1258,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EA2009,"La Sal, La Sal Mtns",Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,70,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,2025,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 |  ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3009,La Sal Mtns,Elk,Bull,Archery,Limited Entry,2026,Aug 15 2026 - Sept 15 2026,40,36,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3045,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Sept 16 2026 - Sept 20 2026,16,14,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3046,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Nov 07 2026 - Nov 15 2026,27,24,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3087,La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry,2026,Sept 21 2026 - Oct 02 2026,24,22,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3111,La Sal Mtns,Elk,Bull,Multiseason,Limited Entry,2026,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3182,La Sal Mtns,Elk,Bull,Archery,Limited Entry,2026,Nov 28 2026 - Dec 13 2026,10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EB3183,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,2026,Oct 03 2026 - Oct 15 2026,47,42,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3009,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3045,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3046,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3087,"La Sal, La Sal Mtns",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,2025,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3182,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,EL3183,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,GO1000,Mountain Goat - Statewide Permit,Mountain Goat,Hunters Choice,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,GO6817,La Sal Mtns,Mountain Goat,Hunters Choice,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 05 2026 - Nov 25 2026,12,10,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,LO1509,"La Sal, La Sal Mtns",Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,LO1539,"La Sal, La Sal Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
617,LO1569,"La Sal, La Sal Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,DB1085,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,14,13,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,DB1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,560,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,DB1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,1680,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,DB1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,560,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,DB1790,"San Juan, Abajo Mtns",Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,261,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,LO1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,LO1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
618,LO1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,DB1079,Manti/San Rafael,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,45,40,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,DB1503,Manti/San Rafael,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,1800,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,DB1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,5400,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,DB1563,Manti/San Rafael,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,1800,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,DB1772,Manti/San Rafael,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,573,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,LO1503,Manti/San Rafael,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,LO1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
619,LO1563,Manti/San Rafael,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,DB1087,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,40,36,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,DB1526,"Wasatch Mtns, West",Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,1580,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,DB1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,4740,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,DB1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,1580,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,DB1795,"Wasatch Mtns, West",Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,701,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,LO1526,"Wasatch Mtns, West",Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,LO1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,LO1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
620,RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,Male Only,Any Legal Weapon,Once-in-a-lifetime,2026,Oct 31 2026 - Nov 30 2026,3,3,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB1041,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,33,30,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB1525,"Wasatch Mtns, East",Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,1300,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB1555,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,3900,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB1585,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,1300,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,DB1794,"Wasatch Mtns, East",Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,271,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,LO1525,"Wasatch Mtns, East",Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,LO1555,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
621,LO1585,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
622,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB1040,Southwest Desert,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,5,4,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB1524,Southwest Desert,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,100,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB1554,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,300,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB1584,Southwest Desert,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,100,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,DB1793,Southwest Desert,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,46,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EA1101,Southwest Desert,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 20 2025 - Jan 11 2026,100,90,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,2025,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 |  ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,LO1524,Southwest Desert,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,LO1554,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,LO1584,Southwest Desert,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,LP5049,Southwest Desert - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,PB5018,Southwest Desert,Pronghorn,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,35,31,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,PB5024,Southwest Desert,Pronghorn,Buck,Muzzleloader,Limited Entry,2026,Sept 23 2026 - Oct 01 2026,35,31,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
625,PB5049,Southwest Desert,Pronghorn,Buck,Any Legal Weapon,Limited Entry,2026,Sept 12 2026 - Sept 20 2026,105,94,11,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR7000,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
628,BR7100,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
