boundary_id,hunt_number,hunt_name,species,gender,weapon,hunt_type,years,season_date_text,quota_total,quota_resident,quota_nonresident,source
611,BR7229,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,4,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,BR7321,"Kamas/North Slope, Summit",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1030,Kamas,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,5,4,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1508,Kamas,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,200,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,400,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1568,Kamas,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,200,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season,2026,Oct 07 2026 - Oct 11 2026,200,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,DB1777,Kamas,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,55,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EA1033,Kamas,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 08 2025 - Jan 18 2026,125,112,13,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EA2000,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,2025,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EA2033,Kamas,Elk,Antlerless,Archery,General Season,2025,Aug 16 2025 - Sep 17 2025,250,225,25,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EA2040,Kamas,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,150,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 04 2025 - Oct 10 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,2025,Oct 29 2025 - Nov 06 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2026,Sept 12 2026 - Sept 22 2026,750,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 11 2025 - Oct 17 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,LO1508,Kamas,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,LO1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,LO1568,Kamas,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,2025,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,2026,"Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
611,MB6004,Kamas,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Oct 31 2026,6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1065,North Slope,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,16,14,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1513,North Slope,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,620,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1543,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,1240,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1573,North Slope,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,620,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1598,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season,2026,Oct 07 2026 - Oct 11 2026,620,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,DB1782,North Slope,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,340,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,LO1513,North Slope,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,LO1543,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,LO1573,North Slope,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
612,LO1598,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,2025,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR7118,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR7219,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",4,4,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,BR7314,Yellowstone,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,3,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB1039,Yellowstone,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,7,6,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB1523,Yellowstone,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,840,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB1583,Yellowstone,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,DB1792,Yellowstone,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,63,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EA1244,Yellowstone,Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 17 2025,100,90,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EA1245,Yellowstone,Elk,Antlerless,Muzzleloader,General Season,2025,Oct 29 2025 - Nov 06 2025,50,45,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EA2006,Yellowstone,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,2000,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EA2037,Yellowstone,Elk,Antlerless,Archery,General Season,2025,Aug 16 2025 - Sep 17 2025,200,180,20,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 04 2025 - Oct 10 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,2025,Oct 29 2025 - Nov 06 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2026,Sept 12 2026 - Sept 22 2026,750,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 11 2025 - Oct 17 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,LO1523,Yellowstone,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,LO1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,LO1583,Yellowstone,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,2026,"Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
613,MB6010,Yellowstone,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Oct 31 2026,6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,DB1086,Vernal/Bonanza,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,7,6,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,DB1522,Vernal/Bonanza,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,420,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,DB1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,700,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,DB1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,DB1791,Vernal/Bonanza,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,45,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EA1085,Vernal/Bonanza,Elk,Antlerless,Archery,General Season,2025,Aug 16 2025 - Sep 17 2025,100,90,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EA1087,Bonanza/Vernal,Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 17 2025,100,90,10,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EA2028,Vernal/Bonanza,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,450,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1001,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 04 2025 - Oct 10 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1002,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,2025,Oct 29 2025 - Nov 06 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2026,Sept 12 2026 - Sept 22 2026,750,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1010,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,2025,Oct 11 2025 - Oct 17 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,LO1522,Vernal/Bonanza,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,LO1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
614,LO1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BI6527,Nine Mile,Bison,Hunters Choice,Any Legal Weapon,General Season,2025,"Aug 1, 2025 - Jan 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BI6538,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,General Season,2025,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 
Visit: http://wildlife.utah.gov/harvest to submit your survey",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR7110,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR7211,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",29,26,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,BR7317,Nine Mile,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1033,Nine Mile,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,7,6,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1512,Nine Mile,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,560,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1572,Nine Mile,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season,2026,Oct 07 2026 - Oct 11 2026,280,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,DB1781,Nine Mile,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,62,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,LO1512,Nine Mile,Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,LO1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,LO1572,Nine Mile,Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
615,LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,2025,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR7005,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",7,7,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR7106,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",8,8,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR7205,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,BR7305,Nebo,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,5,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,DB1080,Nebo,Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,26,23,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,DB1504,Nebo,Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,1060,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,DB1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,3180,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,DB1564,Nebo,Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,1060,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,DB1773,Nebo,Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,349,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
616,EA1021,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,230,207,23,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
